Date,Close,High,Low,Open,Volume,Ticker
,SPGI,SPGI,SPGI,SPGI,SPGI,
2019-01-02,160.00180053710938,161.3394646856298,157.31704285846473,159.45542824421105,1362200,SPGI
2019-01-03,154.8395233154297,159.57787360076154,154.48156618215452,159.4742510262211,1569500,SPGI
2019-01-04,162.27210998535156,162.89384567711892,156.97797034263147,157.34535700157357,1946800,SPGI
2019-01-07,163.5720977783203,165.15469639101227,161.94240973814652,161.94240973814652,1820500,SPGI
2019-01-08,165.06993103027344,165.08877542881223,163.01633718554586,164.62718109603136,1426700,SPGI
2019-01-09,163.59092712402344,166.06842586781985,163.23295551409586,164.98511040228013,1280100,SPGI
2019-01-10,166.87855529785156,167.01986668354718,162.87497706216558,163.3648306592687,1406100,SPGI
2019-01-11,165.77638244628906,167.41549952264134,165.01334989535133,166.65246697170357,1018800,SPGI
2019-01-14,166.75613403320312,167.28366214124335,163.92064889139252,164.2221017383086,1396900,SPGI
2019-01-15,171.08938598632812,171.23069737801438,165.90828452050303,166.19089292981474,1455000,SPGI
2019-01-16,174.27342224121094,174.97052110483793,171.44736674540752,171.82416839522335,1995300,SPGI
2019-01-17,174.57484436035156,175.21540992720375,172.7190670945312,173.0864536694162,1178600,SPGI
2019-01-18,177.70233154296875,177.86247292908706,174.84801724379815,175.69582796420303,1424200,SPGI
2019-01-22,176.4306182861328,177.54220746303412,175.46034049244588,177.03350948195828,4011400,SPGI
2019-01-23,176.72262573242188,177.77768155053124,175.93131949478237,176.66609256440248,2519300,SPGI
2019-01-24,177.6363983154297,178.56898723610286,176.364667856619,176.6284318315628,1684800,SPGI
2019-01-25,178.33349609375,179.511019061327,177.5893079028276,178.8798684755929,1070800,SPGI
2019-01-28,177.2501983642578,177.42918417300294,174.34877975832984,177.16542015192414,1763800,SPGI
2019-01-29,175.545166015625,177.22195791787857,174.98936413584,176.84514186598514,1220800,SPGI
2019-01-30,178.05088806152344,178.41827465317718,174.82918694070005,176.14802129145014,1215600,SPGI
2019-01-31,180.53781127929688,180.7262264488067,176.64728526273916,177.7023412165095,1624000,SPGI
2019-02-01,182.5914306640625,183.8443168778787,180.0762432269645,180.96174283477896,1147300,SPGI
2019-02-04,183.13780212402344,183.5899669350648,180.97115691110756,182.83634933395575,1502700,SPGI
2019-02-05,183.599365234375,184.23994516793704,182.6573469122406,183.31677123698177,1420700,SPGI
2019-02-06,181.76248168945312,183.77840087073588,181.6682884561223,183.42985859669264,1721300,SPGI
2019-02-07,183.693603515625,185.60589987922174,176.4494791079026,179.92552959735576,2398500,SPGI
2019-02-08,182.36534118652344,182.48780817995546,178.23931031050483,178.76683832211924,1845200,SPGI
2019-02-11,182.87403869628906,184.13633991704174,181.65882689683028,182.49722270751647,1519900,SPGI
2019-02-12,183.92910766601562,184.92764495195829,183.3921502344835,184.3907018944874,1136700,SPGI
2019-02-13,185.7471923828125,186.3312536002973,184.00446686244547,184.63561750351406,1410900,SPGI
2019-02-14,184.51316833496094,185.33273424580747,183.51463097426696,184.58853154366304,1033000,SPGI
2019-02-15,186.8210906982422,187.45224128348576,185.21023295526263,186.0109543222165,1106800,SPGI
2019-02-19,186.18997192382812,186.81170765422297,185.90737784097885,186.41606156417078,1013600,SPGI
2019-02-20,186.53848266601562,186.952973050918,185.69065750397172,186.65152027133092,1266900,SPGI
2019-02-21,186.66094970703125,187.02833632676018,185.57763424153998,186.06748785919882,1100000,SPGI
2019-02-22,190.17469787597656,190.28773549538306,187.36747241884913,187.60297704198697,987600,SPGI
2019-02-25,190.7698516845703,192.97097131595217,190.3919687178405,191.74287689991252,1166800,SPGI
2019-02-26,190.33529663085938,191.41223789842402,189.90074922215112,190.3541943835568,1054000,SPGI
2019-02-27,190.56204223632812,191.1005057074241,189.16391113066592,189.99522492645164,1054900,SPGI
2019-02-28,189.28668212890625,191.75231255225845,189.13554336171762,190.7320501962409,1329900,SPGI
