Date,Close,High,Low,Open,Volume,Ticker
,HON,HON,HON,HON,HON,
2019-01-02,107.45930480957031,107.67123715200572,105.56003629415564,106.12247948569937,2924116,HON
2019-01-03,106.02466583251953,108.39670599467246,105.20952570202387,107.67938637491122,3378224,HON
2019-01-04,109.73355102539062,110.0759063785636,107.63865430440799,108.103277070018,3802200,HON
2019-01-07,110.34488677978516,110.85841644286812,108.53528972348718,109.50529972914718,3124221,HON
2019-01-08,110.11664581298828,111.5757319482021,109.48899113883904,110.90733247402689,2796902,HON
2019-01-09,110.63018035888672,111.46161840554998,110.10033960631732,111.02144260505551,2114467,HON
2019-01-10,112.28490447998047,112.43978090198657,109.77428588923642,110.22261063758357,2280832,HON
2019-01-11,111.96699523925781,112.2849036388982,111.19261313502791,111.46977013831756,2005714,HON
2019-01-14,112.1707763671875,112.5212937949037,110.84210667638814,111.1355615929999,3289737,HON
2019-01-15,112.30118560791016,112.61093840560778,111.29856679378793,112.02404184067908,1954256,HON
2019-01-16,112.50498962402344,113.05927726032175,111.87734155321766,112.09742285674004,2384385,HON
2019-01-17,114.02113342285156,114.63248351245058,111.82842337908747,111.92623728195213,2734621,HON
2019-01-18,115.62694549560547,116.16493515174155,114.41240088813304,115.56988298737252,5752318,HON
2019-01-22,113.97223663330078,115.05635841563868,113.059275999542,114.9014819900624,3391487,HON
2019-01-23,114.72216033935547,115.170491728637,113.49131760109569,114.78737841623503,3147244,HON
2019-01-24,115.08080291748047,115.7492155234438,114.49390629704597,114.84442371515046,2872339,HON
2019-01-25,115.51283264160156,116.31981052023309,115.27644025010643,116.1567785543686,3401884,HON
2019-01-28,114.51022338867188,114.76291371931309,113.19785158423922,114.3879560023448,3690476,HON
2019-01-29,115.53728485107422,115.9203980896335,114.526510427838,114.81180976662802,2572395,HON
2019-01-30,116.7926025390625,117.1757158055545,114.88517856771391,116.12418991297935,3302681,HON
2019-01-31,117.07789611816406,117.42841356902268,115.95300972415824,116.40134108811365,3685490,HON
2019-02-01,117.958251953125,121.45517865172691,117.65665464471189,121.21064386022893,5874227,HON
2019-02-04,120.58296203613281,120.64818010055892,117.73815059373395,117.77074642925245,4979061,HON
2019-02-05,121.2025146484375,121.2025146484375,120.15914398341174,120.9661221674716,3143425,HON
2019-02-06,121.37368774414062,121.85461501233748,120.87644935711461,121.44704818877763,3339179,HON
2019-02-07,120.76231384277344,121.37367722180994,120.02869626330533,120.37105817196215,3142364,HON
2019-02-08,121.13727569580078,121.16172917339077,119.97978029758427,120.62373946971515,4193178,HON
2019-02-11,121.03131866455078,121.71602930412733,120.68081438417778,121.4470410229962,3159340,HON
2019-02-12,122.56376647949219,122.68603387455686,121.42258213106078,121.61820996316425,2816849,HON
2019-02-13,123.47673034667969,124.45489603041743,122.82462868865349,123.07731907089102,2928042,HON
2019-02-14,122.6942138671875,123.60716152774249,122.23774003691001,123.02842027805127,2239453,HON
2019-02-15,124.97654724121094,124.97654724121094,123.56636169871145,123.90056797861112,3224803,HON
2019-02-19,124.9439468383789,125.32706009333641,124.21847172288052,124.39780161236479,2630856,HON
2019-02-20,126.00365447998047,126.21558025042471,124.7238915112651,124.98472424386553,2782366,HON
2019-02-21,125.06121826171875,125.99543250187453,124.62689407999896,125.82334529287287,2871384,HON
2019-02-22,125.54473876953125,125.87252839180046,124.87276142028063,125.58570749716178,3043479,HON
2019-02-25,126.24948120117188,126.75755708726687,125.97905842108324,126.36421486168341,2453563,HON
2019-02-26,126.13475799560547,126.86408886733102,125.88890584302246,126.1101741070546,2107464,HON
2019-02-27,126.6920166015625,126.80673700598287,125.47098128054607,126.0856051010136,1858235,HON
2019-02-28,126.25770568847656,126.66744610071996,125.71684675226601,126.2740905288185,3017378,HON
2019-03-01,127.60981750488281,127.71635211067925,126.72478425232063,127.01160512937084,3591909,HON
2019-03-04,126.61003875732422,128.64235532807672,126.18391364105305,128.48665295986606,4316572,HON
2019-03-05,126.3232192993164,127.17548280832462,125.8806960759946,126.61823920388863,3588196,HON
2019-03-06,125.98726654052734,127.03621470690153,125.97908075409289,126.2822865290893,4169093,HON
2019-03-07,124.95466613769531,126.06916648190399,124.2663041311568,125.84791152993246,3797956,HON
2019-03-08,124.22533416748047,124.40562040074576,123.23375325098569,123.96309723417252,3098863,HON
2019-03-11,125.53655242919922,125.56933537486829,123.37311682241464,123.74188847673176,2963161,HON
2019-03-12,125.79058074951172,126.50352684384973,125.21693894618844,125.84794758325911,1933142,HON
2019-03-13,127.0525894165039,127.3803790588216,126.0774062753326,126.44617791486239,2688468,HON
2019-03-14,127.22465515136719,127.53605990240675,126.50351009992264,127.3066058648629,2819714,HON
2019-03-15,127.3066177368164,127.84747657583749,127.04438073600468,127.14271629454038,5609825,HON
2019-03-18,128.60137939453125,128.73249786920118,126.93782120988465,127.4704941591913,2542050,HON
2019-03-19,128.85546875,129.60939696365546,128.3801624311301,129.16687359331252,2858971,HON
2019-03-20,128.07691955566406,129.21600396667546,127.55244559940954,128.81444944795754,2518496,HON
2019-03-21,129.84698486328125,130.2239554527029,127.92120299844346,128.14247122855448,2070966,HON
2019-03-22,127.6999282836914,129.33888906118725,127.52782784976382,129.15040379562998,2579185,HON
2019-03-25,127.78191375732422,128.84723324584098,127.51967677744898,127.78191375732422,2173459,HON
2019-03-26,129.0521240234375,129.3717278813147,128.3145940083585,128.55224713854344,2349478,HON
2019-03-27,128.74887084960938,129.7158545858147,128.00314205631074,128.92915707729773,2933347,HON
2019-03-28,129.92079162597656,130.0273262609117,128.66698643612045,129.16687666149042,2312131,HON
2019-03-29,130.23219299316406,130.6993002567339,129.46187994109093,130.4534613112116,2869687,HON
2019-04-01,132.3218231201172,132.56767523242604,130.92051516812342,131.11718624431285,2539610,HON
2019-04-02,131.96946716308594,132.3874065224086,131.00246995392618,132.19892120471775,3535995,HON
2019-04-03,131.35482788085938,132.71516699601554,131.24829330149913,132.45293007252428,4047927,HON
2019-04-04,131.99407958984375,132.22353368108676,130.94514470600757,131.33030120920944,2087305,HON
2019-04-05,132.5103302001953,132.9036724172475,132.08419177562314,132.4447643193038,1851445,HON
2019-04-08,132.8053741455078,132.83815709515676,131.5679537838096,132.10062696406246,1967094,HON
2019-04-09,131.81375122070312,132.37099479774184,131.56789910113488,132.08417395844847,2050383,HON
2019-04-10,131.09262084960938,131.77278392874538,130.46981133106993,131.77278392874538,2526241,HON
2019-04-11,131.8546905517578,131.97760995060858,130.85492399598903,131.2646641702046,1863328,HON
2019-04-12,133.14132690429688,133.27244540037083,132.26447942453171,132.68241880157527,2248153,HON
2019-04-15,132.75613403320312,133.46907988043972,132.58404685868032,133.37074435214097,2538761,HON
2019-04-16,133.46095275878906,133.5101205445495,132.86272700926855,133.23149866954827,3190533,HON
